#{"t_start": 1658422774.1500745, "env_id": "A1GymEnv-v1"}
r,l,t
-1668.0,92,903.911029
-4114.0,469,905.419801
-1948.0,142,906.835103
-6986.0,853,909.60406
-1746.0,103,909.947329
-5188.0,547,911.703159
-2078.0,197,912.331397
-1482.0,80,912.579947
-2844.0,234,914.293846
-2686.0,313,915.299277
-5720.0,651,917.363936
-1192.0,35,917.472982
-2012.0,190,918.082399
-2148.0,152,918.57092
-1820.0,106,918.918796
-5210.0,596,921.805347
-4714.0,499,923.413797
-1972.0,220,924.125093
-3402.0,425,925.471631
-7856.0,1003,929.685069
-6768.0,992,932.962378
-2328.0,182,933.552701
-1336.0,43,933.686218
-1254.0,44,933.821766
-4558.0,517,935.462324
-1670.0,91,935.751539
-6616.0,902,939.672046
-1294.0,39,939.791859
-1830.0,121,940.217048
-4624.0,494,941.83483
-1356.0,48,941.98414
-3274.0,364,943.159261
-4240.0,536,945.858781
-2496.0,208,946.527179
-4372.0,515,948.177674
-3302.0,310,949.147336
-1614.0,84,949.426556
-3488.0,342,950.885553
-1546.0,83,951.323448
-1262.0,35,951.517846
-3178.0,292,954.351003
-4684.0,524,956.023348
-1374.0,49,956.19278
-1930.0,121,956.569373
-1290.0,46,956.724019
-4258.0,412,958.067371
-1724.0,193,958.676076
-4436.0,532,961.358524
-2970.0,286,962.297766
-2388.0,247,963.138103
-5618.0,747,965.554852
-4782.0,565,967.399227
-1426.0,143,967.900838
-2044.0,134,969.305551
-1348.0,47,969.447084
-3958.0,512,971.121017
-1450.0,61,971.315347
-1560.0,81,971.571537
-2572.0,245,972.426694
-1186.0,43,972.570522
-1646.0,83,972.834306
-1756.0,158,973.364671
-1338.0,47,973.518013
-1540.0,71,973.740812
-4824.0,669,976.875832
-1390.0,170,977.419165
-4874.0,574,979.272854
-4220.0,481,980.817434
-4632.0,520,982.50299
-4636.0,563,985.298238
-5714.0,619,987.2666
-1916.0,163,987.783153
-3838.0,357,988.931398
-1260.0,36,989.046226
-3474.0,334,990.115493
-3156.0,323,992.098273
-3036.0,308,993.063034
-5634.0,684,995.252438
-2702.0,230,996.006174
-1872.0,120,996.399818
-1260.0,36,996.524561
-2108.0,162,997.039382
-2272.0,170,997.600197
-2964.0,423,999.94507
-1616.0,88,1000.218267
-1254.0,49,1000.370866
-1870.0,111,1000.725116
-2508.0,281,1001.615025
-1212.0,30,1001.730209
-1656.0,103,1002.063559
-1638.0,112,1002.421152
-7454.0,1107,1006.984743
-1438.0,97,1007.284963
-5884.0,694,1009.510896
-2174.0,288,1010.432352
-2328.0,212,1011.104853
-4632.0,490,1012.715628
-7338.0,1017,1017.040113
-4602.0,660,1019.173501
-2948.0,262,1020.02558
-3834.0,519,1022.729732
-5742.0,680,1024.965425
-9940.0,1306,1030.27312
-8200.0,971,1033.432518
-8550.0,1061,1037.87482
-1334.0,534,1039.596938
-2438.0,401,1040.878357
-2308.0,242,1041.666535
-4776.0,568,1043.511196
-1914.0,129,1043.937214
-1402.0,55,1045.073724
-3550.0,366,1046.224148
-2540.0,275,1047.122373
-1642.0,140,1047.606345
-5836.0,713,1049.973344
-3050.0,445,1051.415169
-1786.0,133,1052.825291
-1390.0,206,1053.474581
-1250.0,41,1053.60287
-4292.0,430,1055.001201
-844.0,500,1056.56088
-1590.0,76,1056.811755
-1314.0,44,1056.958007
-1796.0,108,1057.312964
-8566.0,1117,1061.939375
-8744.0,1074,1065.426919
-5426.0,583,1068.302935
-1326.0,73,1068.528606
-1566.0,183,1069.123548
-11180.0,1536,1074.245188
-1704.0,114,1074.605415
-2394.0,264,1076.435519
-3548.0,337,1077.579377
-9690.0,1131,1081.511307
-5496.0,743,1086.229656
-4354.0,618,1088.238204
-3710.0,461,1089.749779
-3928.0,407,1091.102265
-1860.0,111,1091.455298
-1776.0,113,1092.800535
-1322.0,55,1092.974309
-2410.0,201,1093.615262
-1458.0,82,1093.879201
-2128.0,357,1095.023109
-2366.0,373,1096.221439
-3690.0,456,1097.706995
-13256.0,2000,1105.208427
-1580.0,76,1105.444479
-4906.0,610,1108.387389
-10982.0,1485,1113.227268
-1610.0,244,1114.006056
-4100.0,446,1116.46012
-2984.0,314,1117.454669
-3212.0,360,1118.612489
-10708.0,2000,1126.153854
-4338.0,611,1128.175652
-1284.0,39,1128.295311
-9516.0,1153,1133.08158
-1656.0,113,1133.443249
-1786.0,113,1133.812514
-4578.0,527,1135.534628
-4554.0,499,1137.132831
-7294.0,894,1141.060444
-4434.0,574,1143.012431
-7612.0,1069,1147.527655
-3318.0,397,1148.843843
-1536.0,88,1149.144953
-1284.0,39,1149.268826
-3774.0,369,1150.484339
-6974.0,824,1154.319884
-2252.0,190,1154.965358
-2094.0,159,1155.471698
-2938.0,297,1156.510861
-2374.0,189,1157.155437
-5092.0,645,1159.313477
-7970.0,1117,1164.16426
-1286.0,38,1164.293517
-3278.0,362,1165.508163
-3540.0,525,1167.292405
-5116.0,718,1170.858962
-5832.0,775,1173.597283
-4574.0,589,1175.601148
-2132.0,145,1176.071826
-1828.0,107,1176.438328
-1870.0,121,1176.835499
-2930.0,261,1178.691081
-4090.0,475,1180.253165
-5180.0,641,1182.431649
-2994.0,259,1183.295706
-8402.0,1070,1187.943708
-6584.0,759,1190.447821
-7432.0,1024,1194.944997
-2192.0,160,1195.474602
-1308.0,52,1195.634781
-5384.0,634,1197.762013
-3424.0,429,1199.194107
-8216.0,1143,1204.049678
-1598.0,122,1204.434753
-4942.0,704,1206.809
-4514.0,474,1208.433867
-2020.0,141,1209.87441
-1264.0,39,1209.999028
-5956.0,668,1212.903781
-5132.0,750,1216.307247
-2656.0,273,1217.185354
-11574.0,1573,1223.387675
-9536.0,1283,1228.716451
-3314.0,354,1229.913382
-3700.0,406,1231.236295
-3238.0,402,1232.562934
-7548.0,1007,1236.835771
-6278.0,782,1239.492872
-3732.0,400,1240.767604
-6100.0,821,1244.444294
-1478.0,62,1244.650902
-4566.0,458,1246.186734
-5524.0,762,1248.765086
-1328.0,52,1248.932209
-5914.0,749,1252.462822
-1304.0,44,1252.606766
-1792.0,130,1253.059139
-1270.0,41,1253.221051
-3152.0,275,1254.12474
-6636.0,927,1258.305305
-1350.0,120,1258.70034
-4502.0,555,1260.551733
-4482.0,595,1262.555674
-1260.0,531,1264.284647
-1920.0,225,1265.01461
-1238.0,42,1266.134144
-1338.0,47,1266.281353
-1320.0,46,1266.43635
-6844.0,824,1269.140948
-1294.0,39,1269.264161
-1284.0,39,1269.38679
-2596.0,243,1270.187043
-3608.0,342,1271.280706
-2750.0,221,1272.012762
-2166.0,326,1274.081207
-3946.0,518,1275.769693
-2326.0,173,1276.310246
-8690.0,1215,1280.311744
-3982.0,395,1282.524336
-1650.0,91,1282.832422
-1310.0,41,1282.96689
-2636.0,238,1283.70702
-2044.0,327,1284.77259
-1518.0,92,1285.071466
-8162.0,1040,1289.431295
-5300.0,800,1292.078472
-1204.0,29,1292.172056
-4382.0,425,1293.56293
-3658.0,437,1294.956999
-2026.0,627,1297.929886
-2094.0,313,1298.94017
-9790.0,1181,1302.765112
-1352.0,50,1302.947333
-5624.0,846,1307.276888
-1542.0,75,1307.853216
-1668.0,102,1309.126286
-2144.0,209,1310.766605
-2710.0,216,1311.912711
-1656.0,113,1312.273331
-3200.0,356,1313.451571
-5978.0,672,1316.775533
-1268.0,37,1316.899326
-11200.0,1603,1323.433741
-3092.0,354,1324.599751
-1266.0,132,1325.049549
-1294.0,39,1325.179163
-2358.0,187,1325.784239
-7836.0,1013,1329.119761
-2728.0,379,1331.315502
-1250.0,46,1331.464858
-1698.0,166,1332.003623
-2434.0,234,1332.778572
-1218.0,47,1332.944928
484.0,286,1333.891444
-1274.0,39,1334.020077
-1314.0,44,1334.16813
-5220.0,880,1337.046152
-1946.0,292,1339.01378
-1586.0,78,1339.278573
-6996.0,958,1342.972904
-1752.0,219,1344.120219
-10798.0,1292,1349.959537
-1268.0,42,1350.091421
-2342.0,235,1350.880707
-4804.0,544,1352.641912
-1606.0,113,1353.004837
-1202.0,30,1353.097355
-8752.0,1155,1357.837265
-1722.0,100,1358.151516
-1610.0,166,1358.674866
-4654.0,640,1360.78205
-3416.0,333,1361.854238
848.0,241,1363.587327
-1380.0,51,1363.749287
-2358.0,207,1364.411037
-2884.0,374,1365.623295
-5964.0,654,1367.7207
-3064.0,334,1368.782278
-2116.0,227,1369.492004
-3522.0,355,1371.577036
-3742.0,570,1373.481514
-4118.0,467,1375.049287
-7530.0,891,1379.112167
-8296.0,1150,1382.864256
-5348.0,577,1385.337894
-3536.0,343,1388.195377
-2030.0,220,1389.340653
-4396.0,547,1391.160253
-2598.0,277,1392.066214
-2534.0,219,1392.778545
-1166.0,115,1393.164601
-1672.0,105,1393.510296
-1826.0,118,1393.877198
-3022.0,365,1396.027372
476.0,290,1396.96439
-1318.0,42,1397.112781
-4866.0,518,1398.806226
-10150.0,1231,1403.824125
-5306.0,662,1406.030898
-6632.0,745,1408.543675
-4636.0,498,1410.189843
-4682.0,564,1413.05733
-5728.0,817,1415.730371
-3978.0,527,1418.018729
-5338.0,727,1421.314859
-1190.0,36,1421.428089
-1788.0,142,1421.890367
-6468.0,727,1424.328787
-7194.0,994,1428.59098
-4296.0,438,1430.018417
-2290.0,196,1430.650347
-3914.0,454,1432.185028
-6828.0,990,1436.546667
-1956.0,153,1437.077912
-2830.0,360,1438.297038
-2040.0,146,1438.781774
-1638.0,117,1439.175489
-1734.0,104,1439.514797
-2838.0,267,1440.403236
-4746.0,523,1444.065936
-3444.0,354,1445.22542
-1672.0,247,1446.027651
-2240.0,181,1446.61498
-5080.0,690,1448.918182
-4606.0,673,1452.160017
-6252.0,900,1455.150558
-3902.0,538,1456.934868
-8488.0,1206,1461.984418
-2318.0,247,1462.786989
-8322.0,1247,1467.801594
-1308.0,47,1467.957773
-6634.0,909,1470.946362
-4282.0,495,1472.806151
-3510.0,501,1476.625982
-12036.0,1702,1482.074905
-4274.0,424,1484.449264
-2374.0,309,1485.448765
-5834.0,844,1488.196711
-2942.0,425,1489.534869
-8504.0,1146,1494.427093
-2052.0,140,1494.878793
-4126.0,463,1496.397931
-12054.0,2000,1504.002469
-9630.0,1146,1508.905365
-1662.0,149,1509.383018
-1294.0,44,1509.521448
-1770.0,101,1509.862917
-1384.0,173,1510.453628
-2586.0,218,1511.164414
-3836.0,455,1512.676785
-1836.0,118,1513.078857
-4888.0,670,1516.39768
-1858.0,122,1516.78449
-5550.0,761,1519.279161
-6684.0,789,1521.875938
-5204.0,584,1524.744176
-7638.0,1052,1528.212359
-4060.0,485,1530.773497
-3242.0,310,1531.762583
-7984.0,1064,1535.215109
-8684.0,1239,1540.230881
-7710.0,1006,1543.550406
-5424.0,724,1546.924533
-2682.0,320,1547.968874
-3346.0,448,1549.398524
-6038.0,979,1553.700029
-1486.0,127,1554.125989
-2036.0,163,1554.654638
-3266.0,343,1555.815987
-1206.0,38,1555.949298
-3008.0,282,1556.870696
-1334.0,44,1557.027359
-5700.0,830,1559.914625
-3802.0,365,1562.186342
-10890.0,1416,1566.989748
-2920.0,440,1568.45636
-8742.0,1100,1573.271472
-1668.0,182,1573.897418
-468.0,411,1575.281438
-1304.0,44,1575.429317
-1502.0,75,1575.694383
-1842.0,125,1576.108939
-7572.0,880,1580.030316
-2700.0,371,1581.248178
-2214.0,159,1581.790893
-4476.0,563,1583.635219
-1456.0,78,1583.883151
-3028.0,372,1586.115559
-10936.0,1564,1591.327366
-1952.0,130,1591.749865
-1264.0,34,1591.855799
-2654.0,244,1593.633112
-1506.0,103,1593.992525
-9082.0,1145,1597.713778
-2200.0,181,1598.317523
-3084.0,364,1599.488339
-2512.0,235,1601.244434
-4112.0,430,1602.644614
-2540.0,316,1604.09248
-2922.0,324,1605.839868
-4794.0,588,1608.2025
-4982.0,550,1610.940508
-2286.0,268,1611.815037
-1732.0,190,1612.430608
-3218.0,347,1613.582855
-4212.0,420,1614.945987
-9530.0,1281,1620.211573
-8308.0,1359,1625.59818
-4826.0,528,1627.300449
-2160.0,352,1628.420647
-1204.0,39,1628.562603
-3208.0,347,1629.685039
-2216.0,183,1630.288695
-2604.0,214,1630.972773
-2720.0,266,1631.822419
-5842.0,735,1635.206485
-1578.0,82,1635.462529
-2216.0,328,1636.524475
-1336.0,43,1636.657928
-1310.0,46,1636.814219
-3716.0,398,1638.082256
-4102.0,572,1640.913755
-1304.0,44,1641.054147
-1306.0,68,1641.270138
-2232.0,195,1641.88636
-9746.0,1281,1646.056026
-2526.0,268,1646.924633
-2602.0,275,1648.915562
-4994.0,529,1650.641604
-2982.0,255,1651.480895
-6628.0,1050,1654.925795
-1254.0,39,1656.098206
-5838.0,819,1658.745178
-4786.0,563,1660.577662
-3434.0,339,1661.668971
-5782.0,650,1664.777276
-1502.0,70,1665.001561
-7180.0,951,1668.129662
-1386.0,63,1668.334939
-5982.0,791,1671.988667
-4774.0,603,1673.968
-1936.0,123,1674.393809
-1340.0,46,1674.550715
-1286.0,128,1674.975628
-5152.0,570,1676.836146
-2520.0,301,1677.858312
-1292.0,40,1677.994679
-2184.0,209,1679.732049
-1958.0,127,1680.133238
-2280.0,171,1680.703209
-1924.0,149,1681.186043
-12904.0,1674,1687.930756
-1916.0,183,1688.542936
-8832.0,1025,1691.934855
-2278.0,202,1692.591334
-1746.0,108,1692.942438
-3038.0,267,1693.822527
-2258.0,167,1695.348854
-1752.0,110,1695.705228
-3076.0,293,1696.65802
-1316.0,43,1696.813362
-2724.0,408,1698.124755
-2454.0,234,1698.8569
-5344.0,719,1701.203973
-4602.0,480,1703.743699
-3332.0,320,1704.790343
-4646.0,647,1706.9222
-1224.0,34,1707.03345
-1874.0,134,1707.469935
-1526.0,83,1707.749097
-3562.0,465,1709.252199
-2252.0,190,1710.892092
-6528.0,752,1713.35321
-1306.0,43,1713.489143
-5136.0,673,1715.663158
-1628.0,92,1715.953874
-1674.0,89,1716.235551
-14670.0,1796,1722.98266
-3840.0,406,1724.287529
-1316.0,122,1725.667374
-8848.0,1007,1728.915547
-5086.0,513,1730.567924
-4748.0,632,1733.816912
-3190.0,301,1735.445242
-2686.0,213,1736.565192
-9880.0,1296,1741.369667
-1658.0,107,1742.683918
-3622.0,340,1743.797748
-1336.0,48,1743.95317
-1638.0,82,1744.219702
-2200.0,251,1745.023765
-2138.0,147,1745.510618
-11608.0,1537,1751.603474
-6224.0,744,1754.037647
-5554.0,762,1756.603695
-1774.0,99,1756.932769
-4238.0,432,1759.366402
-1772.0,120,1759.756144
-4146.0,978,1763.043702
-1556.0,83,1763.309169
-4982.0,545,1766.107715
-1868.0,112,1766.484728
-5638.0,917,1769.637229
-2890.0,241,1770.48747
-9254.0,1099,1775.249364
-1614.0,109,1775.593735
-9164.0,1114,1779.216341
-1544.0,191,1779.812086
-4884.0,554,1782.578537
-2394.0,184,1783.163993
-13672.0,1595,1789.460098
-1346.0,48,1789.610588
-5210.0,571,1791.460154
-8940.0,1256,1795.548323
-2720.0,251,1797.371547
-3858.0,377,1798.603442
-4740.0,596,1800.632864
-2448.0,247,1801.482091
-1998.0,137,1801.925199
-5606.0,633,1804.972273
-3942.0,1032,1808.460396
-4744.0,524,1810.203752
-1696.0,273,1811.101753
-12992.0,2000,1818.696542
-5734.0,864,1822.562052
-2786.0,293,1823.517738
-3068.0,332,1824.613098
-5272.0,685,1826.900141
-6960.0,776,1830.592315
-2864.0,779,1833.291553
-3050.0,375,1834.517712
-1534.0,84,1834.802047
-1666.0,128,1835.227671
-9470.0,1211,1840.294925
-8500.0,986,1844.564609
-10484.0,1517,1849.650967
-4370.0,621,1852.781425
-2226.0,163,1853.320205
-5896.0,723,1855.743723
-8096.0,993,1860.13754
-4814.0,564,1862.106512
-6646.0,853,1865.702488
-2994.0,328,1867.513873
-6838.0,821,1871.386807
-5310.0,635,1873.493033
-2444.0,184,1874.09899
-1236.0,33,1874.205896
-4164.0,484,1875.789797
-13130.0,1801,1882.673056
-2570.0,241,1883.460206
-4076.0,991,1887.723901
-1532.0,90,1888.013127
-1888.0,256,1888.871981
-10516.0,2000,1896.557901
-3684.0,369,1897.806187
-4164.0,514,1899.476857
-7030.0,781,1903.097369
-1282.0,40,1903.226835
-1792.0,150,1903.753045
-658.0,461,1905.267056
-12946.0,1533,1911.324964
-3800.0,476,1912.922893
-9638.0,1202,1917.951438
-13926.0,1998,1925.731373
-10278.0,1427,1930.5755
-1446.0,68,1930.798303
-2124.0,144,1932.289187
-7268.0,1061,1935.904415
-8018.0,957,1940.078759
-2528.0,298,1941.110452
-8484.0,1054,1944.63647
-8294.0,1004,1949.005831
-3930.0,386,1950.273239
-11784.0,1716,1956.957765
-5756.0,798,1959.556167
-10542.0,1656,1966.03228
-8368.0,1032,1969.456367
-8382.0,1100,1974.057523
-2902.0,387,1975.288521
-2812.0,235,1976.059533
-1240.0,36,1976.191593
-2228.0,157,1976.689864
-1788.0,287,1977.659975
-3712.0,532,1980.377295
-4334.0,647,1982.587075
-9286.0,1447,1988.440965
-2484.0,239,1989.229756
-11522.0,1942,1998.068329
-2312.0,280,1999.01045
1102.0,181,1999.58862
-1982.0,150,2000.076136
-2364.0,364,2001.236605
-5514.0,649,2004.29915
-3914.0,404,2005.650789
-7948.0,1121,2009.490668
-2336.0,183,2010.104403
-9818.0,2000,2017.742409
-8520.0,1114,2022.456352
-5020.0,750,2024.90848
-13208.0,2000,2032.54699
-6720.0,766,2036.106814
-8116.0,1784,2043.217649
-1280.0,41,2043.348152
-2678.0,262,2044.218215
-1282.0,40,2044.36409
-2930.0,256,2045.22778
-9984.0,2000,2053.075615
-9094.0,1059,2056.68134
-2304.0,254,2057.572394
-5318.0,672,2060.819944
-10926.0,1343,2065.391073
-2246.0,193,2067.005666
-11056.0,1510,2072.178024
-11568.0,1422,2077.965901
-2404.0,184,2078.550371
-2612.0,282,2079.545888
-4150.0,641,2082.685695
-4660.0,646,2085.004566
-6304.0,774,2087.691093
-4680.0,629,2090.90525
-11318.0,1715,2096.789518
-4866.0,668,2100.277507
-2270.0,333,2101.400906
-3636.0,358,2102.635279
-13276.0,2000,2110.703508
862.0,218,2111.492986
-6822.0,968,2116.163719
-1644.0,134,2116.645494
-5416.0,583,2118.593705
-3278.0,352,2119.769628
-2368.0,242,2120.550601
-15840.0,2000,2129.807631
-12532.0,1783,2136.753262
-11924.0,2000,2144.334598
-6280.0,671,2146.527803
-3188.0,407,2148.822079
-5420.0,742,2151.298581
-11524.0,1369,2156.82689
-11634.0,2000,2164.464708
-11346.0,2000,2172.268138
-3552.0,477,2173.916751
-4194.0,459,2175.436197
-1140.0,107,2175.791651
-5518.0,607,2177.749087
-4392.0,440,2180.227855
-2006.0,208,2180.937481
-1228.0,37,2181.065735
-2880.0,401,2182.459668
-9364.0,1229,2186.524719
-11186.0,1424,2192.436519
-8784.0,1182,2197.334578
-4720.0,626,2199.392129
-1552.0,80,2199.65354
-5120.0,625,2201.74239
-6188.0,757,2205.250487
-9752.0,1305,2209.589643
-1726.0,113,2209.9638
940.0,227,2211.694916
-2464.0,376,2212.953223
-6606.0,718,2215.300324
-10540.0,1526,2221.500167
-12644.0,2000,2229.276468
-2874.0,359,2230.466581
-10014.0,1577,2236.768914
-11234.0,1545,2242.861599
-1474.0,168,2243.436292
-9576.0,1501,2248.432045
-1300.0,41,2248.564091
-5974.0,729,2252.003702
-4776.0,833,2256.291413
-1210.0,74,2256.523265
-12144.0,1514,2262.65409
-11148.0,1423,2268.455238
-1428.0,82,2268.720002
-9866.0,2000,2276.438752
-1356.0,824,2279.224232
-2570.0,467,2280.77659
-1246.0,38,2280.900207
-13724.0,2000,2288.654863
-12204.0,1484,2294.578862
-11426.0,1358,2299.972335
-12108.0,1537,2305.023922
-12764.0,2000,2312.777722
-7574.0,1026,2317.201838
-3204.0,349,2318.358493
-13554.0,2000,2326.052999
-5180.0,702,2328.386832
-9100.0,1535,2334.524442
-1578.0,147,2335.00109
954.0,217,2335.725185
-9946.0,1330,2341.317445
-1272.0,40,2341.457397
-6790.0,896,2344.490776
-2828.0,433,2346.924798
-1526.0,143,2347.391973
-1392.0,218,2348.11088
-13144.0,2000,2355.833123
-11638.0,1392,2360.418683
-6818.0,872,2364.310506
-4316.0,634,2366.406215
-9850.0,2000,2374.334067
-12972.0,2000,2383.186107
-11282.0,2000,2391.344351
-4460.0,650,2393.510478
-1572.0,134,2393.96697
-1760.0,269,2395.875792
-9158.0,1410,2400.600451
-13478.0,1886,2408.096725
-3142.0,310,2409.101288
-9480.0,1268,2414.392451
-14366.0,1908,2421.798061
-13886.0,2000,2429.590297
796.0,233,2430.374539
-11062.0,1592,2436.93634
838.0,213,2437.629651
338.0,313,2438.685984
-5246.0,732,2441.115269
-4400.0,551,2444.015414
-9026.0,1163,2448.029605
1036.0,193,2448.676551
-2000.0,240,2449.489629
-2028.0,257,2451.572031
816.0,221,2452.299403
-4758.0,679,2454.592729
-12388.0,2000,2462.640672
-10450.0,1367,2468.475286
-14322.0,2000,2476.463853
-4216.0,528,2478.202945
-5412.0,673,2480.465122
-1544.0,243,2481.300358
-2148.0,217,2482.032651
-1480.0,203,2483.681903
836.0,241,2484.469204
-13490.0,2000,2492.45404
-272.0,395,2493.751864
-13460.0,1720,2500.449739
-11476.0,1443,2505.367064
-12194.0,1564,2513.216949
-12026.0,2000,2520.943082
-7954.0,1397,2526.6261
-13548.0,2000,2534.311846
-3568.0,442,2535.761388
-13218.0,1722,2542.46855
-5054.0,564,2544.316738
-4832.0,682,2546.551291
-1260.0,51,2546.709666
-8508.0,1179,2551.656399
-9772.0,1190,2556.658415
-15058.0,2000,2564.298717
-3144.0,463,2565.858556
-6190.0,736,2568.302379
-2906.0,278,2569.216538
-4356.0,579,2572.265149
-2556.0,318,2573.324368
-11106.0,2000,2581.074116
1010.0,201,2581.754013
-12684.0,1564,2588.022799
-2030.0,261,2588.856527
-10444.0,1278,2593.134805
-1382.0,80,2593.391471
-11300.0,1341,2598.804963
-11580.0,1510,2604.767899
-11876.0,2000,2612.577109
-3602.0,365,2613.807614
-2248.0,177,2614.380087
-7286.0,838,2617.165328
-1356.0,48,2617.316677
-5202.0,660,2620.525772
-14586.0,2000,2628.212871
630.0,267,2629.102537
-2578.0,262,2629.990319
-1308.0,52,2630.166647
-6690.0,1123,2634.933476
1046.0,212,2635.68013
-394.0,405,2637.632219
-1574.0,178,2638.669698
-13314.0,2000,2646.968816
-10528.0,1332,2652.445078
-1330.0,71,2652.66729
-2928.0,282,2653.587656
-11410.0,2000,2661.202301
-14544.0,2000,2668.850238
-9042.0,1155,2672.690161
-15840.0,2000,2680.246087
-4822.0,685,2683.543755
-11416.0,2000,2691.224725
-14684.0,2000,2698.95137
-8044.0,2000,2706.90362
-6342.0,700,2709.342201
-10480.0,2000,2717.080233
-6648.0,850,2719.929561
-4640.0,639,2723.075099
-1940.0,289,2724.036264
-12020.0,1611,2730.619354
-1294.0,49,2730.778604
-7196.0,898,2733.852765
-15890.0,2000,2741.678627
-10164.0,2000,2749.416721
-8244.0,1181,2753.397021
426.0,279,2755.325882
-4584.0,499,2757.002754
-10108.0,1260,2761.31658
-9602.0,2000,2770.726678
-11014.0,2000,2778.491833
-11158.0,2000,2786.190591
-11322.0,2000,2793.955659
-2744.0,244,2795.7371
-15026.0,1818,2801.776511
-5894.0,649,2804.95993
-1510.0,91,2805.251937
-13038.0,2000,2812.987636
-7186.0,838,2815.824985
-15540.0,2000,2823.627254
-13550.0,2000,2831.617611
-14760.0,2000,2839.516989
-10658.0,2000,2847.225804
-13352.0,2000,2855.016165
-2306.0,941,2858.137803
-1658.0,221,2859.81012
-14630.0,2000,2867.517967
-7178.0,960,2870.692669
864.0,224,2871.426713
-10522.0,2000,2879.201817
-15590.0,2000,2886.934018
-14136.0,1648,2895.078142
-14940.0,2000,2902.660777
-3066.0,427,2904.107364
-8834.0,2000,2911.957335
-10488.0,1345,2917.425369
-12332.0,2000,2925.026264
-15430.0,2000,2932.735205
-10608.0,2000,2940.417184
-13606.0,1673,2946.098924
-1418.0,170,2947.646835
-9648.0,1152,2951.598419
-13484.0,2000,2959.356053
-486.0,432,2960.769612
-12642.0,2000,2968.498001
-14880.0,2000,2976.301013
-6718.0,851,2980.055624
-14266.0,2000,2987.619691
-10230.0,2000,2995.286808
-15750.0,2000,3002.933132
-1330.0,56,3003.113707
-5148.0,625,3005.238371
-7292.0,1170,3010.094676
-1224.0,54,3010.288209
-13654.0,2000,3018.054574
-15200.0,2000,3026.205289
-14988.0,2000,3033.920124
-6352.0,826,3038.100227
-13950.0,2000,3046.227429
-13090.0,2000,3053.901668
-6986.0,956,3057.169991
-7622.0,1211,3062.225237
-4702.0,475,3063.861672
-12614.0,2000,3071.680661
-11760.0,2000,3079.418919
-15900.0,2000,3087.058594
